grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:07.288421414Z level=info msg="Executing migration" id="create index IDX_dashboard_provisioning_dashboard_id_name - v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.288889521Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_provisioning_dashboard_id_name - v2" duration=467.789µs
grafana  | logger=migrator t=2025-01-06T19:38:07.291052549Z level=info msg="Executing migration" id="copy dashboard_provisioning v1 to v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.291248467Z level=info msg="Migration successfully executed" id="copy dashboard_provisioning v1 to v2" duration=198.087µs
grafana  | logger=migrator t=2025-01-06T19:38:07.293046524Z level=info msg="Executing migration" id="drop dashboard_provisioning_tmp_qwerty"
grafana  | logger=migrator t=2025-01-06T19:38:07.293353298Z level=info msg="Migration successfully executed" id="drop dashboard_provisioning_tmp_qwerty" duration=305.593µs
grafana  | logger=migrator t=2025-01-06T19:38:07.29581182Z level=info msg="Executing migration" id="Add check_sum column"
grafana  | logger=migrator t=2025-01-06T19:38:07.296769046Z level=info msg="Migration successfully executed" id="Add check_sum column" duration=956.975µs
grafana  | logger=migrator t=2025-01-06T19:38:07.298853104Z level=info msg="Executing migration" id="Add index for dashboard_title"
grafana  | logger=migrator t=2025-01-06T19:38:07.299295893Z level=info msg="Migration successfully executed" id="Add index for dashboard_title" duration=442.59µs
grafana  | logger=migrator t=2025-01-06T19:38:07.301094167Z level=info msg="Executing migration" id="delete tags for deleted dashboards"
grafana  | logger=migrator t=2025-01-06T19:38:07.301193513Z level=info msg="Migration successfully executed" id="delete tags for deleted dashboards" duration=99.499µs
grafana  | logger=migrator t=2025-01-06T19:38:07.303501996Z level=info msg="Executing migration" id="delete stars for deleted dashboards"
grafana  | logger=migrator t=2025-01-06T19:38:07.303607976Z level=info msg="Migration successfully executed" id="delete stars for deleted dashboards" duration=107.412µs
grafana  | logger=migrator t=2025-01-06T19:38:07.306222362Z level=info msg="Executing migration" id="Add index for dashboard_is_folder"
grafana  | logger=migrator t=2025-01-06T19:38:07.306660962Z level=info msg="Migration successfully executed" id="Add index for dashboard_is_folder" duration=438.412µs
grafana  | logger=migrator t=2025-01-06T19:38:07.308669307Z level=info msg="Executing migration" id="Add isPublic for dashboard"
grafana  | logger=migrator t=2025-01-06T19:38:07.30968504Z level=info msg="Migration successfully executed" id="Add isPublic for dashboard" duration=1.015296ms
grafana  | logger=migrator t=2025-01-06T19:38:07.312017928Z level=info msg="Executing migration" id="Add deleted for dashboard"
grafana  | logger=migrator t=2025-01-06T19:38:07.312982928Z level=info msg="Migration successfully executed" id="Add deleted for dashboard" duration=964.684µs
grafana  | logger=migrator t=2025-01-06T19:38:07.315332632Z level=info msg="Executing migration" id="Add index for deleted"
grafana  | logger=migrator t=2025-01-06T19:38:07.315775438Z level=info msg="Migration successfully executed" id="Add index for deleted" duration=445.293µs
grafana  | logger=migrator t=2025-01-06T19:38:07.318011086Z level=info msg="Executing migration" id="create data_source table"
grafana  | logger=migrator t=2025-01-06T19:38:07.318511943Z level=info msg="Migration successfully executed" id="create data_source table" duration=500.702µs
grafana  | logger=migrator t=2025-01-06T19:38:07.320429942Z level=info msg="Executing migration" id="add index data_source.account_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.320877778Z level=info msg="Migration successfully executed" id="add index data_source.account_id" duration=446.81µs
grafana  | logger=migrator t=2025-01-06T19:38:07.323055613Z level=info msg="Executing migration" id="add unique index data_source.account_id_name"
grafana  | logger=migrator t=2025-01-06T19:38:07.32349403Z level=info msg="Migration successfully executed" id="add unique index data_source.account_id_name" duration=438.161µs
grafana  | logger=migrator t=2025-01-06T19:38:07.325677207Z level=info msg="Executing migration" id="drop index IDX_data_source_account_id - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.326106206Z level=info msg="Migration successfully executed" id="drop index IDX_data_source_account_id - v1" duration=428.793µs
grafana  | logger=migrator t=2025-01-06T19:38:07.328032877Z level=info msg="Executing migration" id="drop index UQE_data_source_account_id_name - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.328413415Z level=info msg="Migration successfully executed" id="drop index UQE_data_source_account_id_name - v1" duration=380.491µs
grafana  | logger=migrator t=2025-01-06T19:38:07.330699697Z level=info msg="Executing migration" id="Rename table data_source to data_source_v1 - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.333093003Z level=info msg="Migration successfully executed" id="Rename table data_source to data_source_v1 - v1" duration=2.392921ms
grafana  | logger=migrator t=2025-01-06T19:38:07.335412924Z level=info msg="Executing migration" id="create data_source table v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.335835383Z level=info msg="Migration successfully executed" id="create data_source table v2" duration=422.407µs
grafana  | logger=migrator t=2025-01-06T19:38:07.338021654Z level=info msg="Executing migration" id="create index IDX_data_source_org_id - v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.338402052Z level=info msg="Migration successfully executed" id="create index IDX_data_source_org_id - v2" duration=380.452µs
grafana  | logger=migrator t=2025-01-06T19:38:07.340244208Z level=info msg="Executing migration" id="create index UQE_data_source_org_id_name - v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.34064049Z level=info msg="Migration successfully executed" id="create index UQE_data_source_org_id_name - v2" duration=395.937µs
grafana  | logger=migrator t=2025-01-06T19:38:07.342802746Z level=info msg="Executing migration" id="Drop old table data_source_v1 #2"
grafana  | logger=migrator t=2025-01-06T19:38:07.343146973Z level=info msg="Migration successfully executed" id="Drop old table data_source_v1 #2" duration=344.38µs
grafana  | logger=migrator t=2025-01-06T19:38:07.345056355Z level=info msg="Executing migration" id="Add column with_credentials"
grafana  | logger=migrator t=2025-01-06T19:38:07.346428394Z level=info msg="Migration successfully executed" id="Add column with_credentials" duration=1.371371ms
grafana  | logger=migrator t=2025-01-06T19:38:07.349196844Z level=info msg="Executing migration" id="Add secure json data column"
grafana  | logger=migrator t=2025-01-06T19:38:07.35119957Z level=info msg="Migration successfully executed" id="Add secure json data column" duration=1.998063ms
grafana  | logger=migrator t=2025-01-06T19:38:07.354895141Z level=info msg="Executing migration" id="Update data_source table charset"
grafana  | logger=migrator t=2025-01-06T19:38:07.35494434Z level=info msg="Migration successfully executed" id="Update data_source table charset" duration=50.623µs
grafana  | logger=migrator t=2025-01-06T19:38:07.357941784Z level=info msg="Executing migration" id="Update initial version to 1"
grafana  | logger=migrator t=2025-01-06T19:38:07.358233624Z level=info msg="Migration successfully executed" id="Update initial version to 1" duration=292.826µs
grafana  | logger=migrator t=2025-01-06T19:38:07.360791749Z level=info msg="Executing migration" id="Add read_only data column"
grafana  | logger=migrator t=2025-01-06T19:38:07.363221631Z level=info msg="Migration successfully executed" id="Add read_only data column" duration=2.432117ms
grafana  | logger=migrator t=2025-01-06T19:38:07.366448333Z level=info msg="Executing migration" id="Migrate logging ds to loki ds"
grafana  | logger=migrator t=2025-01-06T19:38:07.366744234Z level=info msg="Migration successfully executed" id="Migrate logging ds to loki ds" duration=290.048µs
grafana  | logger=migrator t=2025-01-06T19:38:07.370942805Z level=info msg="Executing migration" id="Update json_data with nulls"
grafana  | logger=migrator t=2025-01-06T19:38:07.371183225Z level=info msg="Migration successfully executed" id="Update json_data with nulls" duration=241.297µs
grafana  | logger=migrator t=2025-01-06T19:38:07.375221925Z level=info msg="Executing migration" id="Add uid column"
grafana  | logger=migrator t=2025-01-06T19:38:07.377309975Z level=info msg="Migration successfully executed" id="Add uid column" duration=2.088464ms
grafana  | logger=migrator t=2025-01-06T19:38:07.380215049Z level=info msg="Executing migration" id="Update uid value"
grafana  | logger=migrator t=2025-01-06T19:38:07.380357859Z level=info msg="Migration successfully executed" id="Update uid value" duration=142.446µs
grafana  | logger=migrator t=2025-01-06T19:38:07.382553794Z level=info msg="Executing migration" id="Add unique index datasource_org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:07.383179834Z level=info msg="Migration successfully executed" id="Add unique index datasource_org_id_uid" duration=625.876µs
grafana  | logger=migrator t=2025-01-06T19:38:07.385505742Z level=info msg="Executing migration" id="add unique index datasource_org_id_is_default"
grafana  | logger=migrator t=2025-01-06T19:38:07.386038864Z level=info msg="Migration successfully executed" id="add unique index datasource_org_id_is_default" duration=533.074µs
grafana  | logger=migrator t=2025-01-06T19:38:07.388709485Z level=info msg="Executing migration" id="Add is_prunable column"
grafana  | logger=migrator t=2025-01-06T19:38:07.389613038Z level=info msg="Migration successfully executed" id="Add is_prunable column" duration=903.396µs
grafana  | logger=migrator t=2025-01-06T19:38:07.39181534Z level=info msg="Executing migration" id="Add api_version column"
grafana  | logger=migrator t=2025-01-06T19:38:07.392717528Z level=info msg="Migration successfully executed" id="Add api_version column" duration=902.217µs
grafana  | logger=migrator t=2025-01-06T19:38:07.39465923Z level=info msg="Executing migration" id="create api_key table"
grafana  | logger=migrator t=2025-01-06T19:38:07.395044264Z level=info msg="Migration successfully executed" id="create api_key table" duration=384.597µs
grafana  | logger=migrator t=2025-01-06T19:38:07.396818186Z level=info msg="Executing migration" id="add index api_key.account_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.397173774Z level=info msg="Migration successfully executed" id="add index api_key.account_id" duration=355.38µs
grafana  | logger=migrator t=2025-01-06T19:38:07.399469985Z level=info msg="Executing migration" id="add index api_key.key"
grafana  | logger=migrator t=2025-01-06T19:38:07.399879109Z level=info msg="Migration successfully executed" id="add index api_key.key" duration=409µs
grafana  | logger=migrator t=2025-01-06T19:38:07.402683755Z level=info msg="Executing migration" id="add index api_key.account_id_name"
grafana  | logger=migrator t=2025-01-06T19:38:07.403081566Z level=info msg="Migration successfully executed" id="add index api_key.account_id_name" duration=397.729µs
grafana  | logger=migrator t=2025-01-06T19:38:07.405232943Z level=info msg="Executing migration" id="drop index IDX_api_key_account_id - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.405581427Z level=info msg="Migration successfully executed" id="drop index IDX_api_key_account_id - v1" duration=348.452µs
grafana  | logger=migrator t=2025-01-06T19:38:07.40744659Z level=info msg="Executing migration" id="drop index UQE_api_key_key - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.407800856Z level=info msg="Migration successfully executed" id="drop index UQE_api_key_key - v1" duration=354.143µs
grafana  | logger=migrator t=2025-01-06T19:38:07.40986841Z level=info msg="Executing migration" id="drop index UQE_api_key_account_id_name - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.410193092Z level=info msg="Migration successfully executed" id="drop index UQE_api_key_account_id_name - v1" duration=324.646µs
grafana  | logger=migrator t=2025-01-06T19:38:07.41192338Z level=info msg="Executing migration" id="Rename table api_key to api_key_v1 - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.414145369Z level=info msg="Migration successfully executed" id="Rename table api_key to api_key_v1 - v1" duration=2.217864ms
grafana  | logger=migrator t=2025-01-06T19:38:07.41603931Z level=info msg="Executing migration" id="create api_key table v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.416367867Z level=info msg="Migration successfully executed" id="create api_key table v2" duration=328.3µs
grafana  | logger=migrator t=2025-01-06T19:38:07.418393853Z level=info msg="Executing migration" id="create index IDX_api_key_org_id - v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.418796399Z level=info msg="Migration successfully executed" id="create index IDX_api_key_org_id - v2" duration=402.373µs
